original,original_token_count,compressed,compressed_token_count
what are the earliest contests?,8,earliest contests?,5
How many episodes of the first season of Game of Thrones did Alan Taylor direct?,16,How many GOT S1 episodes did Alan Taylor direct,11
What are the examples of  quantum tunneling processes?,10,Examples of quantum tunneling processes,6
What kind of disease is wheat mildew,9,What disease is wheat mildew,7
Why did the Sahara experience a period of rapid desertification?,14,What caused Sahara's rapid desertification,9
"Tell me whether these styles are related to facial hair or head hair: mohawk, buzz cut, goatee, soul patch, mustache, chin strap, bowl cut",36,"Head hair: mohawk, buzz cut, bowl cut; Facial hair: goatee, soul patch, mustache, chin strap",29
Can AI take my job,5,Can AI take my job,5
"Given a reference text about Lee Kuan Yew, tell me when they were born, when they were president, and what their most famous accomplishment was in office.",34,"From Lee Kuan Yew reference text, give birth date, presidency dates, and his top achievement in office",22
"Please give me a short summary of the critical response received by Season 1 of the Apple TV Series ""Ted Lasso""",28,"Short summary of critical reception for Apple TV Series ""Ted Lasso"" Season 1",19
Who is Simon Bolivar?,7,Who is Simon Bolivar,6
What are some key considerations when deciding whether or not to implement ERP in my organization?,19,Key considerations for ERP implementation in my organization,9
What does CEO stand for,5,What does CEO stand for,5
"Based on the text, please give a bulleted list of Marc Andreessen’s accomplishments",22,"From text, bulleted list of Marc Andreessen’s accomplishments",16
What is a useful set of criteria to use when determining who has a lot of leadership potential in my team?,25,What criteria identify leadership potential in my team,8
Make an argument for making buses free to ride in cities.,12,Argue for free city bus rides,7
"As an immigrant , do you miss your country?",13,"As immigrant , do you miss your country",11
What are ways to calm myself down when I get upset?,12,Self-calming strategies for getting upset,7
"Given this paragraph about Dartmouth College traditions, which homecoming-related traditions are illegal?",19,"From Dartmouth traditions paragraph, which homecoming traditions are illegal",13
Which of the tree species mentioned in the text are used as a source of food for animals?,20,Which tree species mentioned in text are food for animals,10
What was the SS Robert Coryndon?,11,What was SS Robert Coryndon,9
Why did you take so long to get home last night?,12,Why did you take so long to get home last night,11
Please explain how a perpetrator's state of mind is relevant to guilt in committing a crime,22,Please explain how perpetrator's state of mind is relevant to guilt in committing crime,18
Which is a species of fish? Sturgeon or Surgeon,13,Which is species of fish? Sturgeon or Surgeon,11
List all former departments that were formerly Cabinet-level in the United States.,16,List all former U.S. Cabinet-level departments,11
What is the oldest written complaint?,7,Oldest written complaint?,5
"Which of these are movies that Will Ferrell starred in and which ones did Jim Carrey star in? Elf, Anchorman: The Legend of Ron Burgundy, Step Brothers, Megamind, Zoolander, The Mask, Liar Liar, Sonic the Hedgehog, Dumb and Dumber, The Cable Guy, Ace Ventura: Pet Detective",77,"Which of these films star Will Ferrell and which star Jim Carrey? Elf, Anchorman: Legend of Ron Burgundy, Step Brothers, Megamind, Zoolander, Mask, Liar Liar, Sonic Hedgehog, Dumb and Dumber, Cable Guy, Ace Ventura: Pet Detective",66
Give me a list of all the planets in our solar system.,15,List all solar-system planets,7
"Tell me whether each food is high in fat or low in fat: butter, mango, banana, rice, peanuts, cheese",26,"High-fat or low-fat for: butter, mango, banana, rice, peanuts, cheese",21
What are three crafts with a wire coat hanger?,12,Three crafts using wire coat hanger,7
What are the best Japanese RPGs to try out?,12,Best JRPGs to try,7
In what state is Yosemite located?,11,What state is Yosemite in,9
"Given a reference text about the Parliamentary Commissioner for Standards, how is the position appointed?",19,"Given reference text about Parliamentary Commissioner for Standards, how is position appointed",14
"Identify which instrument is string or percussion: Gong, Oungum",16,"Classify Gong, Oungum as string or percussion",13
who is Hugh Ogden?,8,who is Hugh Ogden,7
"Identify which instrument is string or woodwind: Bandol, Soprano clarinet",21,"Classify as string or woodwind: Bandol, Soprano clarinet",19
"Which of the following are exercise equipment: bicycle, book, dumbbell, treadmill, spoon, television",20,"Which of these are exercise equipment: bicycle, book, dumbbell, treadmill, spoon, television",19
"Identify which instrument is string or percussion: Wind chime, Hardingfele",19,"Identify which instrument is string or percussion: Wind chime, Hardingfele",19
Give me five tips for practicing a speech.,10,Five tips for practicing speech,5
"In the 2005 Lexus Cup, how many members did each team have?",15,2005 Lexus Cup: team member count per team,10
What is the Maurice Richard Trophy,7,Maurice Richard Trophy definition,5
Give me a bulleted list of colleges or universities located Massachusetts,14,Bulleted list of Massachusetts colleges/universities,10
What are the top Sports Movies ever?,9,Top sports movies ever,4
How are you doing today?,6,How are you today,4
What is a mammal?,8,Define mammal.,6
"I want to get in better shape.  I work at a desk all day, and I've never really been in good shape.  Growing up, I didn't play sports or spend a lot of time outdoors.  I know I need to improve my physical health, but I really don't know how to get started.  Can you recommend a workout routine for me?",78,"Desk-job, sedentary; never fit; grew up with no sports or outdoor time. Want to improve health but don’t know how to start. Recommend workout routine",41
What are the names of popular Alternative music bands from the 1980s and 1990s.,17,Names of popular Alternative bands from 1980s–1990s,13
What are some ways that an enterprise software company can cut costs?,13,Ways to cut costs for enterprise software company,9
What are the 13 departments and main communities of France's administrative region of Occitania?,20,What are Occitania's 13 departments and main communities,13
"Given this paragraph about bicycle manufacturer Colnago, what Italian automobile company did Colnago work with to develop new carbon fiber technology?",27,"From Colnago paragraph, which Italian automaker did Colnago partner with to develop carbon-fiber technology",22
Give me some strategies to prevent procrastination,12,Strategies to prevent procrastination,9
What are some sports that are played with a round ball?,13,List sports played with round ball,6
Why is Utah a great place to visit?,10,Why is Utah great travel destination,6
What is Barter?,5,Barter definition?,4
In what industries is GIS indispensable?,8,In what industries is GIS indispensable,7
What is a lepton?,7,Lepton definition?,4
When is an object considered a planet?,9,What defines planet,3
What is a derivative in finance?,8,Financial derivative definition.,4
What is the biggest land mammal?,9,Largest land mammal?,8
"Classify the following Greek philosophers by their schools of thought: Democritus, Anaximander, Protagoras, Epictetus, Chrysippus, Theano, Pythagorus and Heraclides.",56,"Classify Greek philosophers by schools of thought: Democritus, Anaximander, Protagoras, Epictetus, Chrysippus, Theano, Pythagorus and Heraclides",52
What is the oldest musical composition in the world?,10,Oldest musical composition?,5
Extract the essential tools for a mini survival kit from the following Wikipedia article.,16,List essential tools for mini survival kit from following Wikipedia article,11
How is the Maasai dance called the Adumu commonly called by other peoples?,21,What is Adumu (Maasai dance) commonly called by others,18
What do economists study?,6,What do economists study,5
What is best creator's platform,7,Best creator platform?,4
What is geodesy?,6,Define geodesy.,6
What woodwind instruments are popular to learn?,9,What woodwind instruments are popular to learn,8
Extract the causes of income inequality in the United States mentioned in the text. Separate them with a comma.,26,"Extract US income-inequality causes mentioned in text, separated by commas",16
What are the statistics about San Francisco International Airport?,10,SFIA statistics.,5
What years was the BMW 1M made?,9,BMW 1M production years,5
What are good finishes for a desk top made of hard wood?,14,Best finishes for hardwood desk top,6
"GIven this paragraph about American film director David Fincher, what are his reported upcoming projects.",21,"From this paragraph about American film director David Fincher, list his reported upcoming projects",17
How to avoid world war?,6,Prevent world war?,5
What are some common characteristics of Maine Coon cats?,11,Common traits of Maine Coon cats,7
Who discovered the harmonic distribution?,6,Who discovered harmonic distribution,4
How much money did George Lucas get for selling Lucasfilm to Disney?,14,How much did George Lucas get for selling Lucasfilm to Disney,12
What are the best river cruises for Europe?,10,Best European river cruises,5
What form of government is the United Kingdom?,9,UK form of government,4
in which country could you spend a Kwanza,11,Where can you spend Kwanza,7
Extract all the airports listed in this reference paragraph,10,Extract all airports listed in this reference paragraph,9
"From the passage, note down the components of Mortgage.",11,"From passage, list mortgage components",6
Give me a list of 5 well known Nordic Gods and Goddesses.,17,List 5 well-known Nordic gods and goddesses,12
How many times have the Boston Celtics won the NBA championship?,13,How many NBA championships have Celtics won,9
What is the best modern motorcycle for a beginning rider?,13,Best modern motorcycle for beginner rider,7
"Identify which animal species is alive or extinct: Puertasaurus, Southern rockhopper penguin",23,"Alive or extinct: Puertasaurus, Southern rockhopper penguin",18
"Identify which car manufacturer is German or American: Bitter, Cord",14,"German or American carmaker: Bitter, Cord",10
What are the branches of the United States Government?,10,Branches of US Government,6
"Choose the word which is different from the rest: curd, butter, oil, cheese, cream",20,"Odd word: curd, butter, oil, cheese, cream",14
"Identify the bird from the list: Gadwall, Worm, Centipede",19,"Which is bird: Gadwall, Worm, Centipede",15
Who let the dogs out?,6,Who let dogs out,4
What is the best color ?,7,Best color?,3
Who was the prime minister of Spain when Spain joined NATO?,12,Spain's prime minister when it joined NATO,9
Where was Brazilian Jiu-Jitsu founded?,11,Where was BJJ founded,6
"Which characters belong to DC or Marvel Universe? Wasp, Bumblebee",16,"DC or Marvel? Wasp, Bumblebee",11
what is the most important thing large language models can do?,12,What's most important thing LLMs can do,11
How Long can a Goalkeeper Hold the Ball with his Hands?,15,How long can goalkeeper hold ball with hands,9
How does Windows Fast Startup Work?,7,How Windows Fast Startup works,5
"Let's play a game of tic tac toe. I'll be X and you be O. Unplayed squares will be ""_"". I'll get first.

_ _ _
_ O _
_ _ _",59,"Tic tac toe; I'll be X, you'll be O; unplayed '_'; I go first. Board: _ _ _ _ O _ _ _ _",51
"Given this paragraph about mushroom growth, why is it related to the English language expression ""to mushroom""?",21,Explain why this paragraph on mushroom growth relates to idiom 'to mushroom',18
What is an anemone?,8,What is anemone?,7
"What countries are these names most likely to be found among native-born citizens? John Smith, Elise Monet, Helmut Schneider, Jing Li, Raj Patel",37,"Native-born country for each name: John Smith, Elise Monet, Helmut Schneider, Jing Li, Raj Patel",29
Give me a list of actors who won an Oscar in the last 5 years.,17,List actors who won Oscar in last 5 years,9
Was the USS Rachel Seaman built in the 20th century?,14,Was USS Rachel Seaman built in 20th century,11
Why would people prefer cats over dogs?,8,Why would people prefer cats over dogs,7
Which team won the 2022 Fifa World Cup?,12,2022 FIFA World Cup winner,6
Can you please show some details regarding the comedy film Bjorck Family using given text as a reference,21,Details on comedy film Bjorck Family using provided text as reference,13
"Identify which instrument is string or woodwind: Harpsichord, Quena",20,"String or woodwind: harpsichord, quena",16
Share some information regarding the Red Telephone box from the given text,12,Share info on Red Telephone Box from given text,9
Conceive a plot for a John Wick movie which includes redemption and closure,17,Plot John Wick film with redemption and closure,9
What is daylight saving time?,6,Define daylight saving time,5
"Who is the author of books ""It Starts With Us"" and ""It Ends With Us""?",24,Author of It Starts With Us and It Ends With Us,13
What languages are spoken in Belgium?,7,Languages spoken in Belgium,5
List the sectoral weightage allocation in Nifty 50 as mentioned in the above passage. Use the format ‘Sector Name - Percentage’ in a numbered list to depict the results and also sort the result based on highest allocation percentage to the lowest.,57,"List Nifty 50 sectoral weightage from above passage as numbered list: 'Sector Name - Percentage', sorted by descending percentage",35
What is Oktoberfest,4,What is Oktoberfest,4
"Classify each of the following as a band or sports team: Blink 182, Buffalo Bills, ACDC, Rolling Stones, Miami Dolphins, Boston Celtics",37,"Classify each of following as band or sports team: Blink 182, Buffalo Bills, ACDC, Rolling Stones, Miami Dolphins, Boston Celtics",34
How do I search for a document that I created in Google Drive? I think the document starts with the title Finance Forecast,25,How to search my Google Drive for document I created with title starting 'Finance Forecast',20
what is the mascot of Garfield High School in Seattle?,14,Garfield HS Seattle mascot,8
Is he still an active football player?,10,Is he still active football player,8
"Classify each of the numbers as prime or composite - 1, 2, 3, 10, 15",17,"Classify numbers as prime or composite: 1, 2, 3, 10, 15",13
Tell me some common options for losing weight,8,Common weight loss options,4
"Identify which animal species is alive or extinct: Ceratopsian, Sunda Tiger",20,"Alive or extinct: Ceratopsian, Sunda Tiger",15
Tell me what are aspects of polytopes from given text,13,Aspects of polytopes in given text,11
What is the difference between Columbia and Colombia.,9,Difference between Columbia and Colombia,5
I'm considering buying a pocket knife for my child. How do I know which one I should buy?,23,Pocket knife for my child: how to choose which to buy,12
Name a good ski mountain in Vermont,8,Name good ski mountain in Vermont,6
"Tell me whether companies keep each of these confidential or publish publicly: acquisition targets, customer data, marketing materials, blog posts, product instructions",27,Confidential or public for companies: acquisition targets; customer data; marketing materials; blog posts; product instructions,23
What are three cities on the east coast of Florida?,11,List three east-coast FL cities,7
What are important elements to consider when putting together a team to execute your operating model for AI?,21,Key elements to consider when assembling team to execute your AI operating model,14
What is Project Nimbus?,7,Define Project Nimbus.,7
What is Denville Station?,6,Denville Station?,4
When did Delaware join the United States?,8,When did Delaware join United States,6
How to gain more subscriber in Youtube,8,Ways to grow YouTube subscribers,6
Who are the best starting MLB pitchers of all time?,12,Best MLB starting pitchers in history,7
What is called a Capital charge in finance?,10,What is capital charge in finance,6
Who is Toto?,5,Who is Toto?,5
What is cuban cuisine?,6,Cuban cuisine?,4
What is the tallest structure in the Western Hemisphere?,14,Tallest structure in Western Hemisphere,9
What's an unpopular opinion you have?,10,What's your unpopular opinion,7
What is dialtune drums?,8,Dialtune drums?,6
We are expecting a baby. Can you describe your experience and provide some pointers as a first time parent?,24,We’re expecting baby. Describe your experience and give tips as first-time parent,18
What are the general rules of the Baseball?,9,Baseball general rules?,4
what was the early uses of computers?,8,What were early uses of computers,6
How do i accept the change,7,How do i accept change,6
"List some of the television gameshows that Bob Stewart created, co-created, and/or produced.",23,"List some TV gameshows created, co-created, or produced by Bob Stewart",18
"When cooking pizza, classify each item as being ""Useful"" or ""Not Useful"": Tomato Sauce, Dough, Sun, Rain, Cheese, Oven, Shower",40,"Pizza: classify items as Useful or Not Useful: Tomato Sauce, Dough, Sun, Rain, Cheese, Oven, Shower",30
What are the names of the main islands of Hawaiʻi in alphabetical order?,19,"Hawaiʻi's main islands, names alphabetized",13
"Given this paragraph, what is the definition of Long short-term memory ?",16,"From this paragraph, define Long short-term memory (LSTM)",14
"Identify all PII in this customer review ""My name is Joe Smith and email address is joesmith9999@gmail.com. I'd like to leave a review about Langton's red wine. It was tasty for a red, but there were sediments at the bottom of my bottle""",69,"Identify all PII in this customer review ""My name is Joe Smith and email address is joesmith9999@gmail.com. I'd like to leave review about Langton's red wine. It was tasty for red, but there were sediments at bottom of my bottle""",64
"Tell me whether each of these is red or brown: tomato, strawberry, raspberry, chocolate, coffee, almond",22,"Red or brown: tomato, strawberry, raspberry, chocolate, coffee, almond",15
What are some of the challenges when walking with crutches?,13,Challenges walking with crutches,7
What is contemporary style of dance?,7,What is contemporary dance,4
is diners drive-ins and dives the best food network show?,16,is diners drive-ins and dives best food network show,14
Extract the different types of milk distribution containers mentioned in the text and list them using bullets in the format {container type} - {volume},34,Extract distinct milk distribution containers mentioned in text; bullet as {container type} - {volume},24
What is an API endpoint?,7,What is API endpoint,5
From the passage list down the location of Visa data centers. List the results in semi colon separated format.,21,"From passage, list Visa data center locations; semicolon-separated",17
Which American president spoke Dutch as their first language?,10,Which American president spoke Dutch as their first language,9
"Identify which animal species is alive or extinct: Neanderthal, Bigeye Tuna",19,"Alive or extinct: Neanderthal, Bigeye Tuna",14
Why do kids have to take tests in school?,10,Why must kids take tests in school,7
Is tomato a fruit or a vegetable ?,12,Tomato fruit or vegetable,5
"Given this reference text about the consumption of peanut butter, when is national peanut butter day?",18,"From peanut butter consumption reference text, when is National Peanut Butter Day",13
How do you throw a cutter in baseball?,10,How to throw cutter pitch,5
"Please classify the following as either cities or states: Chicago, Massachusetts, Boston, Alabama, Alaska, and Phoenix.",24,"Classify as city or state: Chicago, Massachusetts, Boston, Alabama, Alaska, Phoenix",18
How many acres did Hiram farm?,8,Hiram farmed acres?,6
"Classify each of the following as names of Pokemon or pop music groups: ABBA, Moltres, Pikachu, Eagles, *NSYNC, TLC, Vaporeon, Snorlax, i5, Dream, Blondie, Charizard, Charmander, Fleetwood Mac",66,"Classify each item as Pokemon or pop music group: ABBA, Moltres, Pikachu, Eagles, *NSYNC, TLC, Vaporeon, Snorlax, i5, Dream, Blondie, Charizard, Charmander, Fleetwood Mac",62
What kind of dog breed do you get when you mate a poodle with an old english sheep dog?,24,What dog breed results from mating poodle with Old English Sheepdog,17
What is the history of the saxophone?,13,Saxophone history?,6
"Based on the autopsy, list the contributing factors to Farley's death in bullet format.",20,"Autopsy-based contributing factors to Farley's death, bullet list",15
What kind of protein is used in Biryani?,11,What protein is used in biryani,8
"What does the theme songs of Jaws, Star Wars, and Harry Potter have in common?",19,"What do Jaws, Star Wars, and Harry Potter themes have in common",15
"Select the odd word from this list and explain why:
Chair
Sofa
Table
Dinosaur
Cupboard",21,"Select odd word from this list and explain why: Chair, Sofa, Table, Dinosaur, Cupboard",24
Replace all years in the following passage with the century in which it occurred,14,Replace years in passage with century they occurred in,9
How much more water does a bath use than a shower?,14,Bath vs shower: water usage difference,9
What makes you smile? What makes you happy?,10,What makes you smile or happy,6
Which movie do you like the most and why do you like it?,14,Your favorite movie and why,5
How old was Stefan Richarz when he received his phD?,17,How old was Stefan Richarz when he received his phD,16
What was special about the 2021 Formula 1 World Championship?,12,What was special about 2021 F1 World Championship,10
What year was the first public school in America founded?,11,America's first public school founding year,8
How to make a dated home look modern?,11,Modernize dated home,5
"What team represents Concordia University in Irvine, California?",12,Which team represents Concordia University Irvine,8
Did Harry Potter put his own name in the goblet of fire?,15,Did Harry Potter put his own name in goblet of fire,13
"What are the 13 villages in Newton, Massachusetts?",10,"List 13 Newton, MA villages",6
How much wood would a woodchuck chuck if a woodchuck could chuck wood?,21,How much wood would woodchuck chuck if it could chuck wood,15
What international trophy did the Club Africain football team won in 1971 ?,15,Which international trophy did Club Africain win in 1971,10
List of greek goddesses starting by 'L':,14,Greek goddesses starting with L,7
"Given this paragraph, what is the top speed of a Kia Stinger?",17,Kia Stinger top speed from this paragraph,9
"Given this paragraph about Charles Inglis, give answers to the following: his father's name, his colleague's name, and his grandfather's occupation.",34,"From this paragraph about Charles Inglis, provide: father's name; colleague's name; grandfather's occupation",25
"Identify which instrument is string or percussion: Taal, Akonting",16,"Taal, Akonting: string or percussion",11
Whos is Charles Awotwi Pratt?,14,Who is Charles Awotwi Pratt,12
"In Paul Simon's famous song, how many different ways are there to leave your lover?",19,How many ways to leave your lover in Paul Simon's song,13
Where do sloths live?,7,Sloths' habitat?,6
What are good female celebrity costumes for an 80s party?,12,Good female celebrity costumes for 80s party,8
I am totally drunk and don’t know where I am. I can’t even find my way to any place. What do I do?,30,"Totally drunk, lost; don’t know where I am or how to get anywhere. What do I do",23
Who was the first female to swim the English Channel?,11,First female to swim English Channel,6
"From the passage provided, extract the official language of Tamil Nadu.",14,"From provided passage, extract Tamil Nadu's official language",12
Give me the list of British artists born before 1700,11,List British artists born before 1700,7
How do you make a Martini?,9,Martini recipe,3
"Tell me which of these would be an instrument played in a Rock band: Drums, lawnmower, guitar, bicycle, bass, chair, keyboards",34,"Which of these would be instruments in rock band: drums, lawnmower, guitar, bicycle, bass, chair, keyboards",28
"In the series A Song of Ice and Fire, who is the founder of House Frey?",19,ASOIAF founder of House Frey,9
How do you get a six pack?,9,How to get six-pack,6
What is a water hammer?,9,What is water hammer,6
What is the study of flags called?,9,Flag study name?,4
What is considered a good meal?,8,What is good meal,4
How are Social Security and Medicare in the USA funded?,11,How are Social Security and Medicare funded in USA,9
"Which of the following historical figures are known for their contribution to music: Mozart, George Washington, Vincent Van Gogh, Golda Meir, and Billy Holiday?",35,"Which of these figures are known for their contribution to music: Mozart, George Washington, Vincent Van Gogh, Golda Meir, and Billy Holiday",32
What are all the ways I can get around in San Francisco?,13,All ways to get around San Francisco,7
What is the length of a championship rowing race?,12,Championship rowing race length,5
What are your recommendations to achieve a healthy lifestyle?,11,Healthy lifestyle recommendations?,4
Who were fighting each other in this battle and what's the consequence of it,16,Who fought in this battle and what were its consequences,11
"Identify which animal species is alive or extinct: Meiolania, Tiger",18,"Alive or extinct: Meiolania, Tiger",13
When was the Australian city Canberra founded?,8,When was Canberra founded,4
Which states produced more than 10% of total US oil production in 2020?,14,States producing >10% of US oil production in 2020,11
what's the average airspeed velocity of an unladen swallow,13,average airspeed velocity of unladen swallow,8
What are some ways to care for a new tree,11,Ways to care for new tree,7
What kind of bears can you see in the Katmai National Park and Preserve?,19,What bear species are in Katmai National Park and Preserve,13
"From the passage provided, extract the per capita coffee consumption in kg for Belgium.",16,"From passage, extract Belgium's per-capita coffee consumption (kg)",17
How many episodes of the second season of Game of Thrones did Alan Taylor direct?,16,How many episodes did Alan Taylor direct in Game of Thrones Season 2,13
What is a 'Public' School in the UK?,13,UK 'Public' School definition,7
From which countries is  the aurora australis visible?,12,Countries where aurora australis is visible,9
Is organic food healthier?,6,Is organic food healthier,5
For whom was Harvard University named?,7,For whom was Harvard University named,6
"Tell me which of these are fire-type Pokemon: Arcanine, Lapras, Glalie, Spheal, Magmar, Houndour, Entei, Ho-oh, Torchic, Kyurem, Cubchoo, Beartic, Numel, Ninetales, Rotom, Mamoswine",72,"Fire-type Pokemon among: Arcanine, Lapras, Glalie, Spheal, Magmar, Houndour, Entei, Ho-Oh, Torchic, Kyurem, Cubchoo, Beartic, Numel, Ninetales, Rotom, Mamoswine",66
What are the advantages to studying Engineering in college?,10,Advantages of studying engineering in college,7
What is a Central Bank?,7,Central bank?,3
"Write a short story about Batman, Superman and Spiderman",13,"Short story about Batman, Superman and Spiderman",10
What position is best to use in your Fantasy Football flex slot?,14,Best flex position in fantasy football,7
What kind of species is the Hackelia bella,10,What species is Hackelia bella,7
Who created the grading system for the I Liq Chuan martial art?,17,Who created grading system for I Liq Chuan,12
"Categorize each of the following as a golf term or soccer term: slice, nutmeg, goal, stroke, putt, drive, tackle, striker.",38,"Classify terms as golf or soccer: slice, nutmeg, goal, stroke, putt, drive, tackle, striker",28
List all the years mentioned in the following passage,9,List all years mentioned in passage,6
Will AI destroy the world ?,7,Will AI destroy world,4
Give me a list of the greatest basketball players of all time.,14,List greatest basketball players of all time,7
Name the spyware used by Israel to hack Whatsapp?,12,Name spyware used by Israel to hack Whatsapp,10
Who are some students at Hogwarts in Gryffindor house that were in the same year as Harry Potter?,27,Gryffindor students in Harry Potter's year at Hogwarts,18
What is a chord in guitar music?,9,Guitar chord definition?,4
How can you prepare for a longer airplane flight with children?,13,How to prepare for long flight with kids,8
How did Washington become a state?,8,How did Washington become state,5
What is the best thing about being a manager?,11,Best thing about being manager,5
Can dogs talk?,4,Can dogs talk?,4
List down important points about prisoners and events from the given passage,12,List down important points about prisoners and events from given passage,11
What is a Flat Earth Society,7,What is Flat Earth Society,5
What changes needs to be done in H1b lottery process,12,What changes needs to be done in H1b lottery process,12
What makes a healthy diet?,7,Healthy diet criteria?,4
How many species of Stingrays are there?,11,How many stingray species are there,8
Who is István Szalay?,9,Who is István Szalay,8
"Identify which instrument is string or percussion: Zabumba, Dan ghita",20,"Zabumba, Dan ghita: string or percussion",15
Give me a list of the five best ways to take care of your houseplants.,19,Five best houseplant care tips,6
Name five surf spots on the North Shore of Oahu in Hawaii,15,Name five surf spots on North Shore of Oahu in Hawaii,14
Extract some details about the company Body Shop International Limited from the given text,14,Extract details about Body Shop International Limited from text,9
"Classify the countries based on their continents.
Ethiopia, Nigeria, Angola, India, China, Brazil, Mexico",26,"Classify countries by continent: Ethiopia, Nigeria, Angola, India, China, Brazil, Mexico",21
"Is a square classified as a rectangle, or is a rectangle classified as a square?",22,"Are squares rectangles, or are rectangles squares",12
"What are five totally distinct, creative ways to describe the usefulness of a broken stapler.",20,"Five distinct, creative ways to describe broken stapler's usefulness",14
What are the first 21 cryptocurrencies by trading year?,11,List first 21 cryptocurrencies by earliest trading year,10
What US state has the greatest population?,8,US state with largest population,5
What is the difference between longboard and shortboard surfing?,12,Difference between longboard and shortboard surfing,8
Write an essay describing why baseball should be considered America's pastime.,16,Essay why baseball should be America's pastime,10
"Given this paragraph about the JW Marriott building in Downtown Houston, what was the framing made of and how tall was it?",27,JW Marriott Downtown Houston paragraph: framing material and height,13
"Classify each of the following as either a lepton or a hadron: electron, proton, neutron, pi meson, electron neutrino, muon neutrino, tau neutrino.",47,"Classify lepton or hadron: electron, proton, neutron, pi meson, electron neutrino, muon neutrino, tau neutrino",36
"Identify which instrument is string or percussion: Jawbone, Grand Stick",15,"Identify which instrument is string or percussion: Jawbone, Grand Stick",15
What is the significance of the moon's hidden face?,12,Significance of Moon's far side,9
What is room temperature?,5,Define room temperature.,5
Extract the key dates and events in the life of Albert Einstein in a bulleted list in the format {date} - {event},34,Extract Albert Einstein's key dates/events; present as bulleted list in format '{date} - {event}',34
What is home automation and how can it be used?,11,Definition and uses of home automation,6
"Extract the Ferrari automobiles that were introduced from 2020 onwards.  List them by year, and separate them with a comma.",30,"Extract Ferrari models introduced from 2020 onwards; list by year, comma-separated",23
"When did Singapore gain independence, and who was the first President?",13,Singapore independence date and its first president,7
Tell me when did the Borussia Dortmund found?,10,When was Borussia Dortmund founded,6
"Based on the following passage, what are the environmental consequences of fracking?",16,"From following passage, what are environmental consequences of fracking",12
"Classify the following as living things and non-living things: Car, Desk, Parrot, Cheetah, Phone",27,"Classify living vs non-living: Car, Desk, Parrot, Cheetah, Phone",24
"How would you categorize the following sports into two groups; football, rugby, cricket and baseball",20,"Two-group categorization: football, rugby, cricket, baseball",15
What was the SS Frosta,7,SS Frosta?,5
Difference between EST and EDT?,8,EST vs EDT difference,8
Who was the first president of the United States?,10,First US president?,4
"Given this paragraph, what are the two Kingdoms that used Bangkok as their capital city.",18,"From this paragraph, name two kingdoms with Bangkok as capital",12
What is Edison famous for?,6,What is Edison famous for,5
"From the passage provided, extract the name of the person who first proposed and tested the law of conservation of energy.",23,"From passage, name person who first proposed and tested energy conservation law",13
What is the kiwi bird?,9,What is kiwi bird,7
What is the largest city in the world?,9,Largest city in world,6
"Which of the companies in this list are social media platforms: Twitter, Amazon, Instagram, Square, Venmo, Tiktok, Apple.",31,"Which of these are social media platforms: Twitter, Amazon, Instagram, Square, Venmo, Tiktok, Apple",26
What are the causes of population growth in the Sun Belt in the US?,15,Causes of U.S. Sun Belt population growth,11
Tell me about the Cincinnati Bengals,7,Cincinnati Bengals overview,4
Share some details about paris city from the given text.,12,Share details about Paris city from given text,8
What type of television program did Julia Child work on?,11,What type of television program did Julia Child work on,10
What are Vedas?,5,Vedas?,3
How many ways are there to skin a cat?,11,How many ways to skin cat,6
"Based on this paragraph, give me a summary of what a kidney donor chain is.",19,Summarize what kidney donor chain is from this paragraph,11
List down some key points about jewel diamond from given text,11,Key points about jewel diamond from given text,8
Which family of moth does the Euxoa brevipennis belong to?,20,Euxoa brevipennis family?,12
"Classify each country as ""African"" or ""European"": Nigeria, Rwanda, Portugal, Romania, Ghana, Ukraine",26,"Classify each country as African or European: Nigeria, Rwanda, Portugal, Romania, Ghana, Ukraine",20
As per the passage which languages did Ram Mohan Roy know?,13,Which languages did Ram Mohan Roy know per passage,10
What is Ana María Gonzalez famous for,9,What is Ana María Gonzalez famous for,9
"Tell me whether each of these are flat or pointed: mountain, plateau, table, knife, arrow, road",23,"Flat or pointed: mountain, plateau, table, knife, arrow, road",16
What is the difference between futures and options?,10,Difference between futures and options,6
What is splitboarding?,5,Define splitboarding.,5
"Which of the following are flowers: roses, peonies, worms, carnations, tulips, dirt, lavender, and sunflowers?",34,"Which are flowers: roses, peonies, worms, carnations, tulips, dirt, lavender, sunflowers",29
Which famous Dutch dancer was convicted of being a spy for Germany during WW1,18,Which famous Dutch dancer was convicted as German spy in WWI,14
"Tell me whether these are countries or cities: Sweden, Bangalore, Panama, Pakistan, Lebanon, Los Angeles",21,"Countries or cities: Sweden, Bangalore, Panama, Pakistan, Lebanon, Los Angeles",16
Write a recipe for making garlic mashed potatoes which goes through step by step.,17,Step-by-step garlic mashed potatoes recipe,10
How many moons does Mars have?,8,Mars moons count?,5
Give me some tips for cooking the best bolognese sauce.,15,Best bolognese sauce tips,8
Please describe what combat was like in World War I,10,Describe World War I combat,6
Who are the top 3 professional basketball players of all time?,12,Top 3 pro basketball players of all time,8
What is the Masters?,5,What is Masters,3
What’s a good way to lose weight,10,Good way to lose weight,5
What style of music is the Grateful Dead?,11,Grateful Dead music style,6
"What are some of the highest-rated episodes of The X-Files, based on viewer's ratings?",25,Top X-Files episodes by viewer ratings,10
